io,hora,ativo,posicao,direcao,lucro,AC_Var,AC_cx,AC_norm,AD_Var,AD_cx,AD_norm,ADX_FW,adx_cx,adx_norm,ATR_Var,ATR_cx,ATR_norm,BB_Delta_Bruto,BB_Delta_Bruto_Cx,BB_Delta_Bruto_norm,Banda_Delta_Valor,BB_Posicao_Percent,BB_Posicao_Percent_Cx,BB_Posicao_Percent_norm,BullsP_Var,BullsP_Var_Cx,BullsP_norm,BearsP_Var,BearsP_Var_Cx,BearsP_norm,BWMFI_Var,BWMFI_Var_Cx,BWMFI_norm,CCI_Var,CCI_Var_Cx,CCI_norm,DeMarker_Var,DeMarker_Var_Cx,DeMarker_norm,DP_DMM20,DP_PAAMM20,DP_MM20MM50,DP_D,Hilo_Direcao,MACD_FW,MACD_Cx_0,MACD_Cx_1,MACD_Diff_Angulo_LS,MACD_Distancia_Linha_Sinal,MACD_Distancia_Linha_Zero,MACD_Normalizacao,MACD_Normalizacao_Zero,MFI_FW,MFI_Cx,MFI_norm,Momentum_Var,Momentum_Var_Cx,Momentum_norm,RSI_Var,RSI_Var_Cx,RSI_norm,Stoch_FW,Stoch_Cx_0,Stoch_Cx_1,Stoch_norm_1,Stoch_norm_2,Volume_FW,Volume_Cx,Volume_norm,WPR_Var,WPR_Var_Cx,WPR_norm
"DEAL_ENTRY_OUT","2019.02.06 13:53:32","WIN$N","162","DEAL_TYPE_BUY","-12.00000000","40.50882353","-10.69425834","0.27020293","198710.74237224","19.36288855","0.45591587","15.19543978","-11.05360508","0.30950463","138.57142857","-5.06942013","0.01298701","67.11035688","-12.67666710","0.00677487","70.64248092","65.27335046","-12.92027852","0.61800797","101.35934584","-10.45794746","0.39416698","6.35934584","-21.71060661","0.39416698","0.01222494","5.43174370","0.57531162","51.96451204","-13.38156580","0.57288252","0.47727273","-0.64517576","0.50222505","1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-13.38387135","4.41508553","5.48474683","-1.06966130","0.42420728","0.00000000","1.00000000","1.00000000","62.62952004","15.39392988","0.87973940","100.09836405","14.21741848","0.17912347","49.83056355","-8.02375026","0.79508315","77.61904762","-2.68402366","4.50517897","0.88111455","1.00000000","7771.00000000","-7.11546088","0.17912347","-31.42857143","-5.61992778","0.74152047"
"DEAL_ENTRY_IN","2019.02.06 14:31:06","WIN$N","164","DEAL_TYPE_BUY","0.00000000","-35.09705882","1.38494702","0.12091042","189550.92101060","16.78653100","0.52080028","24.28683310","-0.51704540","0.78223387","105.35714286","-16.79837178","0.00000000","62.49607988","0.41574026","0.14658224","56.81461807","50.48003011","21.46413641","0.55616124","-22.85054609","9.99298507","0.33291353","-132.85054609","18.28494105","0.33291353","0.01254133","21.54413303","1.00000000","1.60901046","21.39348962","0.52905962","0.40740741","5.61241017","0.30216865","1.00000000","1.00000000","-1.00000000","0.00000000","-1.00000000","-33.68947218","5.14389754","-3.31865903","8.46255657","-0.33565160","-0.81996013","0.18003987","0.18003987","42.73965412","-7.34465225","0.00000000","100.01552715","0.71408189","0.00000000","49.22181980","24.55201042","0.70241680","30.48128342","8.46706113","-2.94192826","0.22952255","0.00000000","8771.00000000","1.15480068","0.00000000","-50.00000000","18.43494882","0.51851852"
"DEAL_ENTRY_OUT","2019.02.06 14:35:32","WIN$N","164","DEAL_TYPE_SELL","-11.00000000","-14.67058824","26.56505118","0.31678700","180609.69878838","-8.89453898","0.09966650","21.10749564","-14.75981166","0.57333595","101.78571429","-10.78429787","0.00000000","63.13509325","1.46661034","0.17947094","84.18012434","33.92336262","1.69496562","0.36378812","43.27096049","14.10779336","0.32362968","-31.72903951","21.51440863","0.32362968","0.00661376","19.64637804","1.00000000","-47.10424710","3.06124433","0.36654206","0.38461538","3.70429293","0.24713812","-1.00000000","-1.00000000","-1.00000000","-1.00000000","-1.00000000","-35.32035561","4.33363977","-5.33956334","9.67320310","-0.37589216","-0.84629239","0.15370761","0.15370761","41.19149906","-10.16217549","0.00000000","99.96894410","9.08693516","0.00000000","46.16242578","2.67742036","0.49133666","39.32584270","14.50081816","5.84450887","0.35845858","0.02791808","11340.00000000","-5.79825988","0.00000000","-65.15151515","2.64022750","0.32210999"
"DEAL_ENTRY_IN","2019.02.06 15:26:43","WIN$N","166","DEAL_TYPE_BUY","0.00000000","25.03823529","21.15105219","0.85344107","175737.11888167","20.28077549","0.35554199","21.20977108","-9.60628443","0.52637365","109.28571429","-12.68038349","0.26785714","72.57850922","-19.94686731","0.52158224","65.98046292","50.48223641","12.23675050","0.79500568","3.29344107","5.71009885","0.72134943","-106.70655893","8.86630258","0.72134943","0.01655380","0.74179154","0.51896189","1.53660410","11.61402567","0.79057488","0.39473684","11.65025301","0.66361607","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-49.36119688","12.40142599","-4.97974109","17.38116708","0.12176041","-0.46333079","1.00000000","0.53666921","55.46004839","10.36156168","0.81542794","100.01554163","11.67178606","0.00000000","49.14640256","13.13259924","0.91361226","47.88732394","13.29509801","15.70974686","0.54793050","0.29308044","6645.00000000","-4.09232300","0.00000000","-38.02816901","14.56227040","0.85764047"
"DEAL_ENTRY_OUT","2019.02.06 15:27:32","WIN$N","166","DEAL_TYPE_SELL","-11.00000000","25.37941176","21.17231616","0.85667317","165227.11888167","-3.10754614","0.06498357","21.15175629","-9.82526187","0.52207452","110.35714286","-8.53076561","0.29464286","73.16720577","-19.70819133","0.53746549","66.51564161","36.19600148","7.65234739","0.61558299","3.29344107","8.45693072","0.82132583","-106.70655893","9.12343598","0.82132583","0.01655380","-4.40501178","0.36858348","-42.88747346","7.35798023","0.62772686","0.40517241","12.48690219","0.69999615","-1.00000000","-1.00000000","-1.00000000","-1.00000000","1.00000000","-53.74866127","7.92445987","-5.48917419","13.41363406","-0.02169511","-0.62471825","0.89547804","0.37528175","56.07451875","10.68709155","0.83082502","99.95855566","9.07224118","0.01093616","45.42764390","7.81600275","0.67171779","42.72300469","10.26088997","14.68992168","0.46257162","0.29308044","6645.00000000","-4.09232300","0.01093616","-53.52112676","8.89099159","0.62441315"
"DEAL_ENTRY_IN","2019.02.07 09:26:21","WIN$N","168","DEAL_TYPE_BUY","0.00000000","268.22352941","4.95262897","0.98212190","33830.20437973","-21.15914239","0.32765049","42.51971299","-7.30376913","0.00000000","205.71428571","7.69605172","0.94666667","198.61711910","-5.65709224","0.00000000","116.83359947","50.22656657","-7.56247593","0.77838774","280.92986248","-3.70040189","0.80008803","110.92986248","1.43052589","0.80008803","0.00937776","6.26326570","0.48923588","-0.92243187","-7.60571599","0.76989747","0.42857143","1.43190579","0.94544741","-1.00000000","-1.00000000","-1.00000000","-1.00000000","1.00000000","-202.51422547","8.43058031","4.67645698","3.75412333","0.61686238","0.00000000","1.00000000","1.00000000","48.58889302","8.97304951","1.00000000","99.87918899","-3.88458621","0.13350195","42.87467411","-6.21838642","0.81048756","82.60869565","-0.32652953","8.40425144","0.96902859","1.00000000","18128.00000000","-0.23802458","0.13350195","-31.60919540","-9.00987268","0.74408592"
"DEAL_ENTRY_OUT","2019.02.07 09:27:07","WIN$N","168","DEAL_TYPE_SELL","-15.00000000","263.44705882","4.58081186","0.96924650","29279.39485592","-24.78202271","0.24101005","42.38074692","-7.38005533","0.00000000","210.71428571","13.24051992","1.00000000","198.96894230","-5.57832272","0.00000000","117.04055429","43.51657608","-11.22709186","0.66866027","280.92986248","-3.25422793","0.81375284","110.92986248","-1.18841068","0.81375284","0.00937776","4.64862918","0.43235639","-21.28712871","-10.98737897","0.66543255","0.40993789","0.10585843","0.90216112","-1.00000000","-1.00000000","-1.00000000","-1.00000000","1.00000000","-207.69941065","7.79103196","4.72481432","3.06621764","0.60805557","0.00000000","1.00000000","1.00000000","47.51243819","8.24804939","1.00000000","99.81090451","-6.06678022","0.42008028","41.15441716","-8.09773176","0.75253219","80.03952569","-1.38076729","8.16113600","0.93546471","1.00000000","18128.00000000","-0.23802458","0.42008028","-39.08045977","-11.88363168","0.66036304"
"DEAL_ENTRY_IN","2019.02.07 11:09:20","WIN$N","170","DEAL_TYPE_SELL","0.00000000","-53.76470588","1.74187255","0.07225069","34625.69453737","-20.61235305","0.38514963","27.35061649","-7.33532942","0.00000000","192.50000000","-7.92073990","0.00000000","254.83830167","-11.43266228","0.91024322","169.89220112","49.72531602","-17.45451339","0.41762406","152.40087898","-10.38220999","0.38464653","2.40087898","-15.99601015","0.38464653","0.01111523","-3.50653235","0.81880632","-0.86967325","-17.13166073","0.41063970","0.60483871","-26.56505118","0.58353897","1.00000000","-1.00000000","-1.00000000","0.00000000","-1.00000000","61.53377210","-4.91758210","4.03938653","-8.95696863","-0.07508277","0.53521420","0.00000000","0.82445153","50.55687620","-26.20956874","0.60131655","100.15243902","-19.34591042","0.20042715","47.78350733","-16.88291055","0.50683191","35.85526316","-12.33423564","-6.49623371","0.19908973","0.48753844","13495.00000000","-18.96028837","0.20042715","-74.79674797","-20.98728869","0.10309012"
"DEAL_ENTRY_OUT","2019.02.07 11:09:21","WIN$N","170","DEAL_TYPE_BUY","10.00000000","-56.83529412","1.32836892","0.06359355","34215.93543373","-20.70286063","0.38070281","27.52347058","-7.15160091","0.00000000","195.71428571","-6.19183428","0.00000000","254.97882265","-11.17986693","0.91163202","169.98588177","45.98005831","-18.55412147","0.37756586","152.40087898","-9.80943123","0.39526550","2.40087898","-17.36394531","0.39526550","0.01111523","5.40036338","1.00000000","-11.37761378","-18.17048651","0.37433090","0.58365759","-26.56505118","0.53483434","1.00000000","-1.00000000","-1.00000000","0.00000000","-1.00000000","57.94402851","-5.80423506","3.94048118","-9.74471624","-0.10283673","0.50399100","0.00000000","0.79322832","50.54426206","-26.23696930","0.60083527","100.10513036","-19.73555793","0.21165040","46.53317226","-17.93272812","0.46098240","34.40514469","-12.75910190","-6.76250731","0.18003607","0.48753844","13495.00000000","-18.96028837","0.21165040","-82.11382114","-21.58200815","0.01472716"
"DEAL_ENTRY_IN","2019.02.07 11:53:03","WIN$N","172","DEAL_TYPE_BUY","0.00000000","59.17058824","17.14835941","0.57072421","48104.13533734","11.00133446","0.59654263","27.17462991","-16.27656596","0.00000000","207.14285714","-2.91083783","0.26595745","217.09527862","-6.91824068","0.16022891","86.83811145","50.43759588","19.04844299","0.47742506","72.39182246","10.24268561","0.59626394","-177.60817754","9.35283532","0.59626394","0.01610929","13.88052103","0.70910148","1.32095804","18.16021892","0.47549686","0.39805825","19.83682061","0.29936065","-1.00000000","1.00000000","1.00000000","0.00000000","1.00000000","-53.25465464","6.99390489","-6.18787618","13.18178107","-0.03570278","-0.39198861","0.68512231","0.24535316","31.89838643","21.87473387","0.27324842","99.86897961","24.83222039","0.00000000","52.87590617","17.69021773","0.66887055","55.63506261","10.39634150","11.74477378","0.55525697","0.36246498","15519.00000000","-5.79357954","0.00000000","-33.66336634","16.20581074","0.67092236"
"DEAL_ENTRY_OUT","2019.02.07 11:53:18","WIN$N","172","DEAL_TYPE_SELL","-12.00000000","59.17058824","17.14835941","0.57072421","40063.82764503","8.55160284","0.52141331","27.17462991","-16.27656596","0.00000000","207.14285714","-2.91083783","0.26595745","217.26849749","-6.50334113","0.16333548","86.90739899","45.62752994","18.14791492","0.42892022","72.39182246","10.54366498","0.60657895","-177.60817754","9.60513653","0.60657895","0.01610929","5.06971045","0.46919863","-13.08539945","17.18773387","0.42887315","0.39805825","19.83682061","0.29936065","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","-57.64211903","6.08074576","-6.28945901","12.37020477","-0.06440906","-0.42428318","0.59494320","0.21305859","32.14554877","22.32072171","0.27941948","99.81133064","24.65738615","0.00000000","51.38003901","16.77009580","0.60959624","53.66726297","9.69646041","11.47154489","0.53400227","0.36246498","15519.00000000","-5.79357954","0.00000000","-39.10891089","15.18496121","0.61449648"
"DEAL_ENTRY_IN","2019.02.07 13:49:00","WIN$N","174","DEAL_TYPE_SELL","0.00000000","58.58235294","-1.18051218","0.77004803","58207.61586123","-19.59928772","0.44472858","16.32932140","-10.83915909","0.32685320","187.50000000","-26.56505118","0.38554217","106.39172900","0.56621620","0.15845574","78.80868815","49.53003866","-16.60727007","0.30270416","140.50790176","-26.56505118","0.45505531","5.50790176","-21.20712095","0.45505531","0.01241493","-13.30162398","0.26202120","-1.65837479","-16.35956150","0.26948156","0.54545455","12.27774800","0.53030055","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","39.61072404","-5.29768807","5.03482011","-10.33250818","0.27542577","0.81454701","0.76536108","0.81454701","55.05758462","11.84445950","0.85653814","100.17872161","12.12174035","0.12815595","50.11069850","-17.39622151","0.50418849","57.87781350","-26.56505118","-12.25280224","0.58864591","0.90724978","10874.00000000","-19.39793692","0.12815595","-40.27777778","-15.86432879","0.51784744"
"DEAL_ENTRY_OUT","2019.02.07 13:49:21","WIN$N","174","DEAL_TYPE_BUY","11.00000000","54.82941176","-2.96093613","0.75339355","53805.16131577","-20.75714040","0.33945514","17.08771483","-7.79982122","0.38457780","191.42857143","-26.56505118","0.51807229","106.94970781","1.56477925","0.16477160","79.22200578","38.87327488","-18.53512265","0.14596785","140.50790176","-26.56505118","0.48049491","5.50790176","-26.56505118","0.48049491","0.01241493","-8.89607675","0.39923670","-38.10438681","-18.26362471","0.11277234","0.52173913","7.03235636","0.45171730","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","34.82439925","-8.17754086","4.71264268","-12.89018354","0.18480248","0.71259580","0.63637034","0.71259580","54.65092163","11.39701413","0.83576405","100.11564340","6.96673464","0.28490499","48.17553983","-19.17967068","0.39167207","54.01929260","-26.56505118","-14.25013545","0.54045222","0.90724978","10874.00000000","-19.39793692","0.28490499","-48.61111111","-17.96067600","0.41047519"
"DEAL_ENTRY_IN","2019.02.07 15:59:15","WIN$N","176","DEAL_TYPE_BUY","0.00000000","103.04411765","-6.96396519","0.89514725","-59884.58115416","2.03594566","0.35972520","35.47627962","-13.19404511","0.10579407","211.42857143","-7.53944514","0.39644970","277.49414408","-12.37906148","0.41812055","198.21010292","50.09009199","18.51030558","1.00000000","20.67183002","17.88619729","1.00000000","-119.32816998","5.03826326","1.00000000","0.01110406","13.28012188","0.91847492","1.72354361","20.96543881","1.00000000","0.42410714","13.47712289","1.00000000","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-251.81226565","10.24462768","7.17022424","3.07440344","0.64591366","0.00000000","1.00000000","1.00000000","39.41943357","19.79883571","0.79399932","100.12239251","11.02301014","0.04545708","42.20633015","19.74495040","0.89295710","80.25889968","6.53609804","4.35110786","1.00000000","1.00000000","12608.00000000","-1.99624564","0.04545708","-16.39344262","17.79164182","1.00000000"
"DEAL_ENTRY_OUT","2019.02.07 15:59:21","WIN$N","176","DEAL_TYPE_SELL","10.00000000","106.11470588","-5.88343244","0.90198248","-59268.96413288","2.64904998","0.36407528","36.10228640","-12.76916814","0.12313677","214.64285714","-6.58194466","0.42307692","277.61059058","-12.36964902","0.41842447","198.29327898","53.54813553","19.80666039","1.00000000","20.67183002","19.73526496","1.00000000","-119.32816998","4.39306971","1.00000000","0.01110406","16.82437518","1.00000000","12.06297281","21.87355107","1.00000000","0.44635193","14.60413492","1.00000000","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-248.62138246","10.73958775","7.05931418","3.68027356","0.65271357","0.00000000","1.00000000","1.00000000","39.52910897","19.84274622","0.79677437","100.16496381","11.57541330","0.07823756","43.78506742","20.79703201","0.95769253","80.75709779","6.77171767","4.42948968","1.00000000","1.00000000","12608.00000000","-1.99624564","0.07823756","-9.83606557","18.73710763","1.00000000"
"DEAL_ENTRY_IN","2019.02.08 09:20:11","WIN$N","178","DEAL_TYPE_SELL","0.00000000","25.09705882","-3.70488392","0.59045724","-22061.15388855","-17.65274145","0.39378191","18.00665519","4.27072650","0.03491341","240.35714286","-10.10503637","0.66086957","174.70844284","-25.82204291","0.00000000","68.51311484","49.48485603","-14.75508793","0.37364345","178.48235640","-23.40568134","0.31789727","-76.51764360","-15.00084848","0.31789727","0.01049469","6.45013141","0.36899812","-1.73310225","-14.76952925","0.35943183","0.56868132","-5.50933189","0.81176977","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","44.07301718","-9.30836999","2.97012262","-12.27849260","0.10230062","0.57194414","0.55604121","0.67218743","54.08604545","-6.16302847","0.52971496","100.36692369","-5.90206321","0.05611552","48.02767463","-14.20767463","0.38363750","43.40044743","-25.02745977","-26.56505118","0.42452212","0.81260935","24298.00000000","-2.73310774","0.05611552","-58.65921788","-17.36344401","0.35160325"
"DEAL_ENTRY_OUT","2019.02.08 09:20:14","WIN$N","178","DEAL_TYPE_BUY","11.00000000","21.00294118","-4.57459527","0.57942258","-23279.15388855","-17.93494733","0.37510466","18.68897978","8.12232143","0.05645391","244.64285714","-6.77565617","0.71304348","175.07072856","-25.80604883","0.00000000","68.65518767","42.97426811","-16.38574288","0.28036057","178.48235640","-23.33725061","0.33199863","-76.51764360","-18.72795707","0.33199863","0.01049469","10.91564320","0.52268538","-23.20316921","-16.42038190","0.26251837","0.55053191","-7.38816947","0.74695232","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","39.28669239","-11.03215678","2.77290695","-13.80506374","0.04708900","0.50983107","0.47192106","0.61007436","53.97476653","-6.27193155","0.52711613","100.30311087","-7.46110473","0.09964972","46.31625652","-15.47275638","0.31837694","40.71588367","-25.12303325","-26.56505118","0.38686843","0.81260935","24298.00000000","-2.73310774","0.09964972","-65.36312849","-18.44633079","0.27028927"
"DEAL_ENTRY_IN","2019.02.08 10:15:25","WIN$N","180","DEAL_TYPE_BUY","0.00000000","105.37941176","13.24811238","0.92411030","31869.68206260","9.42797077","1.00000000","27.54320871","-21.44939494","0.53714271","270.00000000","-25.08813913","0.50717703","202.50224690","-9.18234574","0.74791329","98.78158385","50.22221976","7.06577369","0.55287528","105.67993212","4.51848416","0.57692018","-99.32006788","14.03672099","0.57692018","0.00738712","23.72989525","0.51247464","0.73081608","6.61082153","0.56114240","0.26714801","-18.23025315","0.06023080","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-74.10366946","7.41322248","-4.51400795","11.92723044","0.08198175","-0.59279485","1.00000000","0.34877202","32.40997917","-6.26168174","0.20999049","99.40940730","-23.35761973","0.01030477","50.87524414","6.61424886","0.52846088","73.28431373","18.64479876","18.95627190","0.84842719","0.31529273","27751.00000000","4.57867873","0.01030477","-52.17391304","8.57678183","0.46433680"
"DEAL_ENTRY_OUT","2019.02.08 10:17:43","WIN$N","180","DEAL_TYPE_SELL","10.00000000","108.45000000","13.39443909","0.93334336","39307.71909963","11.30420680","1.00000000","28.63477640","-20.72759357","0.59223583","273.21428571","-23.13569726","0.55023923","202.74871146","-8.78270724","0.75405326","98.90181047","55.86933447","9.09426208","0.61162464","105.67993212","6.47416829","0.62834404","-99.32006788","13.83813899","0.62834404","0.00738712","17.18764020","0.16235018","17.46794872","8.46670178","0.61381645","0.29020979","-13.56647624","0.12141190","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-69.71620507","8.39964578","-4.40296375","12.80260953","0.11317968","-0.55769718","1.00000000","0.38386969","34.22848674","-2.00490905","0.26143903","99.46741194","-18.95770896","0.24866139","52.44526531","8.67152552","0.58405697","75.98039216","18.99055705","19.14104091","0.88509237","0.31529273","27751.00000000","4.57867873","0.24866139","-47.39130435","10.80929375","0.51887757"
"DEAL_ENTRY_IN","2019.02.08 12:40:22","WIN$N","182","DEAL_TYPE_SELL","0.00000000","-76.32941176","-23.93969982","0.00000000","65810.38739044","-9.31058568","0.08499572","27.69058342","-22.63261332","0.37210087","193.21428571","-15.25511870","0.06081081","135.49022105","-19.87717542","0.00000000","49.26917129","49.63096968","-15.12803716","0.09490484","169.38575724","-26.56505118","0.00000000","-105.61424276","-24.64452288","0.00000000","0.01202764","26.56505118","1.00000000","-1.26023945","-15.52128767","0.08704472","0.48826291","-26.56505118","0.00000000","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","136.27805616","-19.64133729","-5.54065677","-14.10068051","-0.71192333","0.00000000","0.00000000","0.00000000","60.94519658","-26.56505118","0.00000000","99.90011566","-16.60073348","0.00000000","53.75193709","-13.88632869","0.11015085","26.96245734","-24.63283008","-14.65290374","0.00000000","0.08057275","22864.00000000","11.79493776","0.00000000","-76.23762376","-11.30859285","0.18020244"
"DEAL_ENTRY_OUT","2019.02.08 12:41:09","WIN$N","182","DEAL_TYPE_BUY","9.00000000","-76.32941176","-23.93969982","0.00000000","62270.42739044","-11.35580546","0.02996542","27.69058342","-22.63261332","0.37210087","193.21428571","-15.25511870","0.06081081","135.74372914","-19.84012155","0.00000000","49.36135605","42.59634308","-18.95305176","0.00000000","169.38575724","-26.56505118","0.00000000","-105.61424276","-24.59290690","0.00000000","0.01202764","15.03277118","0.61151213","-22.39129090","-19.43629976","0.00000000","0.48826291","-26.56505118","0.00000000","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","132.68831257","-20.10385027","-5.39056046","-14.71328981","-0.72321018","0.00000000","0.00000000","0.00000000","59.24312403","-26.56505118","0.00000000","99.85280202","-18.04195073","0.00000000","52.36116295","-17.05331154","0.02836583","23.89078498","-24.75633803","-15.09700474","0.00000000","0.08057275","22864.00000000","11.79493776","0.00000000","-85.14851485","-14.12405422","0.08271033"
"DEAL_ENTRY_IN","2019.02.08 12:50:25","WIN$N","184","DEAL_TYPE_BUY","0.00000000","-144.57058824","-13.21560362","0.00000000","75742.63725310","11.55190239","0.31529588","24.48176706","-12.03313497","0.18538839","198.57142857","-4.54804241","0.25263158","108.03906701","-11.45110576","0.00000000","41.55348731","50.60163422","10.81317444","0.29521189","-34.83903550","3.54753491","0.16443962","-294.83903550","11.87660483","0.16443962","0.01109688","25.47509754","1.00000000","2.04595530","11.34854568","0.27686579","0.40248963","-3.45550366","0.00000000","1.00000000","1.00000000","1.00000000","1.00000000","-1.00000000","103.35282220","-7.12690721","-6.66166831","-0.46523890","-0.57607653","0.00000000","0.00000000","0.00000000","50.26173307","-5.79376813","0.00000000","99.82669888","2.66499937","0.00000000","54.72621394","11.05079279","0.28569476","32.65822785","5.72518779","-15.63867831","0.16666005","0.00000000","23430.00000000","0.81055961","0.00000000","-52.20588235","11.14067075","0.44312849"
"DEAL_ENTRY_OUT","2019.02.08 12:51:16","WIN$N","184","DEAL_TYPE_SELL","-11.00000000","-142.86470588","-13.02296882","0.00000000","70301.06271894","8.81240969","0.23914533","24.67664928","-11.72292889","0.19425372","200.35714286","-1.30195267","0.30526316","108.28037680","-11.39734882","0.00000000","41.64629877","42.70412587","6.78433391","0.18387590","-34.83903550","5.97503676","0.23271832","-294.83903550","12.32364134","0.23271832","0.01109688","23.02590882","0.94464520","-24.37143298","7.04333849","0.17043984","0.41463415","-2.50098080","0.00000000","1.00000000","-1.00000000","1.00000000","0.00000000","-1.00000000","99.76307861","-7.97846051","-6.52201068","-1.45644983","-0.58869357","0.00000000","0.00000000","0.00000000","51.16618066","-4.89949561","0.00000000","99.77943493","1.07200976","0.00000000","53.34456219","8.39891646","0.21598623","30.37974684","4.40025230","-15.87444978","0.13666124","0.00000000","23430.00000000","0.81055961","0.00000000","-58.82352941","9.01033116","0.37072626"
"DEAL_ENTRY_IN","2019.02.08 14:50:17","WIN$N","186","DEAL_TYPE_BUY","0.00000000","146.21470588","8.45479383","1.00000000","-47720.45331764","14.27547193","0.44554837","43.01649449","-21.19608263","0.54781675","254.28571429","-18.43494882","0.70731707","272.11203575","-20.70978672","0.66953931","118.30958076","50.11024871","9.12295003","1.00000000","123.84767017","6.17358093","0.99206155","-106.15232983","18.30058693","0.99206155","0.01011256","8.31007522","1.00000000","0.33003300","8.68091943","1.00000000","0.33428571","8.22068846","0.90849469","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-219.03302940","14.68604939","-1.67431130","16.36036069","0.45689744","-0.24861282","1.00000000","0.75138718","29.91305487","8.01593407","0.64958703","99.53444080","6.47354413","0.00000000","46.80481106","6.28552698","1.00000000","76.61469933","22.19517568","20.35508629","1.00000000","1.00000000","22744.00000000","11.06489658","0.00000000","-46.61016949","7.28301191","1.00000000"
"DEAL_ENTRY_OUT","2019.02.08 14:51:08","WIN$N","186","DEAL_TYPE_SELL","10.00000000","149.96764706","8.68022662","1.00000000","-44433.06870225","15.34887933","0.48452041","42.44510002","-21.42077489","0.52884412","258.21428571","-14.41010948","0.77439024","272.32363100","-20.68612594","0.67081331","118.40157869","54.29635870","10.94582109","1.00000000","123.84767017","8.45994158","1.00000000","-106.15232983","18.18512590","1.00000000","0.01011256","0.74649338","1.00000000","12.74509804","10.49826853","1.00000000","0.35457064","11.05720981","1.00000000","-1.00000000","1.00000000","-1.00000000","0.00000000","1.00000000","-214.24670462","15.76034562","-1.54620220","17.30654782","0.49270053","-0.20833433","1.00000000","0.79166567","30.94099564","9.89920574","0.68470836","99.59792615","9.30854596","0.00000000","48.60383825","8.20879864","1.00000000","77.39130435","22.25347540","20.39897445","1.00000000","1.00000000","22744.00000000","11.06489658","0.00000000","-41.52542373","9.48518390","1.00000000"
"DEAL_ENTRY_IN","2019.02.11 10:01:11","WIN$N","188","DEAL_TYPE_SELL","0.00000000","-12.64705882","8.16006572","0.57937799","-24954.16025094","-25.31378405","0.00000000","21.66406200","-11.66858974","0.00000000","278.57142857","14.03624347","1.00000000","150.98291294","14.39388658","0.18316104","79.46469102","49.60260404","-25.87826988","0.29773723","281.97962923","-6.14289143","0.22405843","91.97962923","-13.66249849","0.22405843","0.00989120","17.03783611","0.08552505","-17.65389082","-26.29897863","0.21829938","0.55219780","-14.99580495","0.16209685","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","141.49046291","-8.77173877","-7.17885686","-1.59288190","-0.49105974","0.00000000","0.00000000","0.00000000","47.47881966","-0.67999758","0.37265853","100.15196772","-15.66250295","0.84143531","52.15706497","-24.73859172","0.29518824","49.80392157","6.23760310","3.07795467","0.46265472","0.19628186","19209.00000000","20.27490588","0.84143531","-52.88461538","-23.73293980","0.47142857"
"DEAL_ENTRY_OUT","2019.02.11 10:01:14","WIN$N","188","DEAL_TYPE_BUY","11.00000000","-16.74117647","6.77192239","0.55695856","-27126.34486633","-25.44513595","0.00000000","21.95525931","-10.91361021","0.00000000","282.85714286","15.85936627","1.00000000","151.92879911","15.25470934","0.19611717","79.96252585","36.86884902","-26.06741193","0.15289527","281.97962923","-4.64919568","0.24000003","91.97962923","-16.66307158","0.24000003","0.00989120","18.85327819","0.10441354","-45.31516184","-26.34431437","0.11534897","0.53457447","-18.67761720","0.11309318","-1.00000000","-1.00000000","1.00000000","0.00000000","1.00000000","136.30527772","-10.60786181","-6.79970467","-3.80815713","-0.52901760","0.00000000","0.00000000","0.00000000","47.37727212","-0.82738893","0.37051943","100.08384426","-19.78129140","0.92801492","50.01951433","-25.01277391","0.20193968","46.18320611","-9.53187660","-1.70267734","0.40676582","0.19628186","19209.00000000","20.27490588","0.92801492","-59.13461538","-24.26129085","0.37857143"
